ligand_number,enumeration,conformer_number,name,score,smiles,lowest_conformer
378,1,0,378:1:0,-8.45671,[H]C(=C(Cl)c1nc(-c2sc([H])c([H])c2[H])no1)c1c([H])c([H])c([H])c(C#N)c1[H],True
380,0,0,380:0:0,-8.45374,[H]C(=C1N=C(c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])OC1=O)C1=C([H])c2c([H])c([H])c([H])c([H])c2OC1([H])[H],True
381,0,0,381:0:0,-7.94094,[H]c1sc(C2([H])N(S(=O)(=O)c3c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c3[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],True
382,0,0,382:0:0,-8.22577,[H]C1([H])OC([H])([H])C([H])([H])N(c2nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(Cl)c(F)c2Cl)C1([H])[H],True
383,1,0,383:1:0,-6.70965,[H]C(=Nc1nc([H])c([H])c([H])c1[H])c1c([H])c(Cl)c([H])c(Br)c1[O-],True
385,0,0,385:0:0,-6.62175,[H]C([H])([H])Sc1sc(C(=O)[O-])c2c1C1(SC([H])([H])C([H])([H])S1)C([H])([H])C([H])([H])C2([H])[H],True
386,0,0,386:0:0,-7.5465,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c2-c2nc(N3C([H])([H])C3([H])[H])nc(N3C([H])([H])C3([H])[H])n2)c([H])c1[H],True
388,0,0,388:0:0,-8.70715,[H]C1=C2C(=C([O-])C([H])([H])C1([H])[H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])n1nc(SC([H])([H])[H])nc1N2[H],True
390,0,0,390:0:0,-5.99044,[H]c1sc(C2([H])C(=C([O-])N([H])c3c([H])c([H])c([H])c([H])c3[H])C(C([H])([H])[H])=Nc3nc(SC([H])([H])[H])nn32)c([H])c1[H],True
391,0,0,391:0:0,-6.67342,[H]c1sc(N([H])C(=O)c2c([H])c3c(F)c([H])c([H])c([H])c3n2[H])nc1C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])OC([H])(C([H])([H])[H])C1([H])[H],True
392,0,0,392:0:0,-6.84611,[H]N([H])c1nc(C([H])([H])Sc2nnc3n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2sc3c(c12)C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
393,0,0,393:0:0,-7.61979,[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])(C([H])([H])N([H])C(=O)N([H])c1c([H])c([H])c3oc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nc3c1[H])O2,True
394,0,0,394:0:0,-3.44415,[H]c1sc(C2([H])N(C(=O)C([H])(Sc3nc(N([H])[H])c4c([H])c([H])sc4n3)C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],True
395,0,0,395:0:0,-8.72555,[H]C(C(=O)N([H])N([H])c1c(F)c(F)c(F)c(F)c1F)=C([H])c1nc2c([H])c([H])c([H])c([H])c2nc1[H],True
396,0,0,396:0:0,-5.68756,[H]c1sc(-c2nc(SC([H])([H])[H])c(C(=O)N([H])c3c([H])c([H])c([H])c4c([H])nn([H])c34)c(C([H])([H])[H])n2)c([H])c1[H],True
397,0,0,397:0:0,-7.8893,[H]c1nn(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1C(=O)N([H])N([H])C(=O)c1sc2c(c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H],True
398,0,0,398:0:0,-7.17633,[H]c1c(N([H])C(=O)C([H])([H])Sc2nc3c4c([H])c([H])c([H])c([H])c4n([H])c3c(=O)n2C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],True
399,0,0,399:0:0,-6.41322,[H]c1sc(C([H])([H])[H])nc1-c1sc(C([H])([H])N([H])C(=O)c2c([H])c(=O)n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],True
400,0,0,400:0:0,-7.20188,[H]c1c(Cl)c([H])c2nc(SC([H])([H])C(=O)N([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])sc2c1[H],True
401,0,0,401:0:0,-7.07339,[H]c1c([H])c(F)c(-c2nc(C([H])([H])[H])c(C(=O)N=c3n([H])c4c([H])c([H])c([H])c([H])c4n3[H])s2)c(OC([H])([H])[H])c1[H],True
403,0,0,403:0:0,-8.89409,[H]c1sc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])nc1-c1c([H])c([H])c(N([H])C(=O)c2c([H])c(Cl)c([H])n2[H])c([H])c1[H],True
404,0,0,404:0:0,-7.31957,[H]c1c([H])c([H])c2c([H])c(C([H])(N([H])C(=O)C([H])([H])c3nc4sc(C([H])([H])[H])c(C([H])([H])[H])c4c(=O)n3[H])C([H])([H])[H])oc2c1[H],True
405,0,0,405:0:0,-6.77964,[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])([H])Sc2nc([H])nc3c([H])c([H])c(Br)c([H])c23)c([H])c1[H],True
406,1,0,406:1:0,-3.28042,[H]c1oc(C(=O)N([H])c2sc(C(=O)N([H])N=C3C([H])([H])C4([H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C4(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],True
407,0,0,407:0:0,-6.59121,[H]C#CC([H])([H])Oc1c([H])c([H])c(C2([H])C(C#N)=C(N([H])[H])Oc3c2c([H])c([H])c2c([H])c([H])c([H])c([H])c32)c([H])c1OC([H])([H])[H],True
409,0,0,409:0:0,-5.76507,[H]c1c([H])c(C(=O)N([H])C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2sc3nc(C([H])([H])[H])c([H])c(C([H])([H])[H])c3c2C([H])([H])[H])c1[H],True
410,0,0,410:0:0,-8.49634,[H]c1sc(-c2nc3onc(C([H])([H])[H])c3c(C(=O)N([H])N([H])c3c([H])c([H])c([H])c(Cl)c3[H])c2[H])c([H])c1[H],True
413,0,0,413:0:0,-8.22024,[H]c1c([H])c([H])c(-c2nc(C(=O)N([H])c3c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c3[H])c3n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],True
414,0,0,414:0:0,-7.12213,[H]C([H])=C(C([H])([H])[H])C([H])([H])N1C(=O)C([H])(C([H])([H])[H])Oc2c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c([H])c([H])c(Cl)c3[H])c([H])c21,True
416,0,0,416:0:0,-7.00699,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)N([H])c2c3c([H])c([H])c([H])c([H])c3nc(=O)n2C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],True
418,0,0,418:0:0,-5.91753,[H]c1nc(N([H])C(=O)C2([H])c3c([H])c([H])c([H])c([H])c3N([H])C(=O)C2([H])[H])sc1C([H])([H])c1c([H])c([H])c([H])c(F)c1[H],True
419,0,0,419:0:0,-7.72271,[H]c1c([H])c2c(c([H])c1Br)-c1nnc(SC([H])([H])[H])nc1OC([H])(c1c([H])c([H])c([H])n1[H])N2[H],True
420,0,0,420:0:0,-6.47515,[H]c1c([H])c([H])c2sc(SC([H])(C(=O)N([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[H])C([H])([H])[H])nc2c1[H],True
423,0,0,423:0:0,-7.54493,[H]c1c([H])c([H])c2c(N([H])C(=O)C([H])([H])C3([H])SC(N([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])=NC3=O)c([H])c([H])c([H])c2c1[H],True
424,0,0,424:0:0,-7.3147,[H]N([H])c1nc(SC([H])(C(=O)N(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])nc2sc(C([H])([H])[H])c(C([H])([H])[H])c12,True
425,0,0,425:0:0,-8.44508,[H]c1c([H])c(N([H])C(=O)C([H])(N([H])c2c([H])c([H])c3c(c2[H])OC(F)(F)O3)C([H])([H])[H])c(Cl)c([H])c1F,True
426,0,0,426:0:0,-6.5043,[H]c1oc(C(=O)N([H])c2c([H])c([H])c3nc(N([H])C(=O)C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])sc3c2[H])c([H])c1[H],True
428,0,0,428:0:0,-4.69765,[H]c1nc([H])c([H])c(C(=O)N([H])c2sc3c(c2C(=O)N([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c1[H],True
431,0,0,431:0:0,-6.96284,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c2nc([H])nc(N([H])c3c([H])c([H])c([H])c(Br)c3[H])c2c1[H],True
432,1,0,432:1:0,-6.86059,[H]C(=NN([H])c1c([H])c(Cl)c([H])c([H])c1Cl)c1c(C([H])([H])[H])nn(-c2c([H])c([H])c(F)c([H])c2[H])c1[O-],True
433,0,0,433:0:0,-6.55399,[H]Oc1c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])Sc2nc(C([H])([H])[H])nc3sc4c(c23)C([H])([H])C([H])([H])C4([H])[H])c1[H],True
434,0,0,434:0:0,-8.52915,[H]Oc1c([H])c([H])c(-c2c([H])sc(N([H])C3([H])C([H])([H])C3([H])[H])[n+]2N=C([H])c2c(F)c([H])c([H])c([H])c2F)c([O-])c1[H],True
435,0,0,435:0:0,-9.08951,[H]c1nn(-c2nc(SC([H])([H])[H])nc(Oc3c([H])c([H])c(Cl)c([H])c3C([H])([H])[H])c2[H])c(N([H])[H])c1C#N,True
437,0,0,437:0:0,-6.43551,[H]c1c([H])c([H])c(N([H])c2nc3sc(C(=O)N([H])C([H])(C([H])([H])[H])C4([H])OC([H])([H])C([H])([H])C4([H])[H])c([H])c3s2)c([H])c1[H],True
438,0,0,438:0:0,-6.10968,[H]c1nc(C2([H])N=C3N([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N3c3nc4c([H])c([H])c([H])c([H])c4n32)c([H])c([H])c1[H],True
439,0,0,439:0:0,-4.70912,[H]c1sc(N([H])C(=O)c2c([H])c3c([H])c(C([H])([H])[H])c([H])c([H])c3n2[H])nc1C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])OC([H])(C([H])([H])[H])C1([H])[H],True
440,0,0,440:0:0,-8.59045,[H]Oc1c([H])c([H])c(C([H])=C([H])c2nc(C([H])([H])[H])n([H])c(=O)c2C([H])([H])c2c([H])c([H])c3c(c2[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H],True
441,0,0,441:0:0,-6.32937,[H]N(C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])c1sc2c(c1C(=O)OC([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC2([H])[H],True
442,0,0,442:0:0,-4.85487,[H]C#CC([H])([H])Oc1c(Cl)c([H])c(C2([H])N([H])C(=O)c3c([H])c([H])c(Cl)c([H])c3N2[H])c([H])c1OC([H])([H])[H],True
443,0,0,443:0:0,-8.61749,[H]c1c([H])c(N([H])C(=O)N(C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c(=O)n2[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(C([H])([H])[H])c1[H],True
444,0,0,444:0:0,-5.65627,[H]c1c([H])c(N([H])C(=O)N([H])c2nnc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])s2)c([H])c(Cl)c1F,True
445,0,0,445:0:0,-8.9821,[H]c1c([H])c(-n2c(SC([H])(C(=O)N([H])[H])C([H])([H])[H])nc3sc(C([H])([H])[H])c(C([H])([H])[H])c3c2=O)c([H])c([H])c1F,True
446,0,0,446:0:0,-4.51056,[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c2c(c([H])c(C(=O)OC([H])([H])C(=O)N([H])c3oc(C([H])([H])[H])c(C([H])([H])[H])c3C#N)n2[H])c1C([H])([H])[H],True
447,0,0,447:0:0,-4.37605,[H]c1c([H])c(F)c([H])c(OC([H])(C(=O)N([H])N([H])C(=O)c2sc3c(c2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])[H])c1[H],True
448,0,0,448:0:0,-6.90244,[H]c1c(Cl)nc(SC([H])(c2nc(Cl)c3c(c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O3)C([H])([H])[H])nc1N([H])[H],True
449,0,0,449:0:0,-7.0418,[H]Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1C([H])=NN([H])c1nc(Cl)c(C#N)c(Cl)c1Cl,True
450,0,0,450:0:0,-6.59241,[H]c1c([H])c([H])c2c(nc(SC([H])(c3nc4sc5c(c4c(=O)n3[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C5([H])[H])C([H])([H])[H])n2[H])c1[H],True
452,1,0,452:1:0,-8.08451,[H]Oc1c([H])c(Br)c(C([H])=C(C#N)c2nc3c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c3n2[H])c([H])c1OC([H])([H])[H],True
455,1,0,455:1:0,-8.04274,[H]C1=Nc2c([H])c([H])c(Br)c([H])c2C1=C([H])c1sc(N([H])c2c([H])c([H])c([H])c([H])c2[H])[n+]([H])c1[O-],True
456,0,0,456:0:0,-9.54362,[H]Oc1c([H])c([H])c([H])c(N([H])c2nc([H])nc3sc([H])c(-c4c([H])c([H])c(Br)c([H])c4[H])c23)c1[H],True
457,1,0,457:1:0,-7.16542,[H]Oc1c([H])c([H])c([H])c([H])c1N([H])C(=O)C(C#N)=C([H])c1oc(-c2c([H])c(Cl)c([H])c([H])c2Cl)c([H])c1[H],True
459,1,0,459:1:0,-7.53691,[H]C(C(=O)N([H])N([H])c1c(Cl)c([H])c(Cl)c([H])c1Cl)=C([H])c1nc2c([H])c([H])c([H])c([H])c2s1,True
461,0,0,461:0:0,-5.60864,[H]c1sc(C(=O)N([H])c2c([H])c([H])c([H])c(N([H])C(=O)c3sc4c(c3[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c2[H])c([H])c1[H],True
464,0,0,464:0:0,-9.05828,[H]C(=N[n+]1c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])sc([H])c1-c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,True
465,0,0,465:0:0,-8.94714,[H]C(=C1SC(=Nc2c([H])c([H])c([H])c([H])c2[H])N([H])C1=O)c1c([H])n([H])c2c([H])c([H])c(Br)c([H])c12,True
467,0,0,467:0:0,-6.94393,[H]c1sc(N([H])C(=O)C2([H])Oc3c([H])c([H])c(Cl)c([H])c3C2([H])[H])nc1-c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,True
468,0,0,468:0:0,-7.55908,[H]N(c1nc(Cl)c(C#N)c(Cl)c1Cl)N([H])c1c(F)c(F)c(F)c(F)c1F,True
471,0,0,471:0:0,-6.72187,[H]C(=NN([H])c1nc(Cl)c(Cl)c([H])c1Cl)c1c([H])c(Br)c([H])c([H])c1[O-],True
473,0,0,473:0:0,-5.13339,[H]c1c([H])c(N([H])C(=O)c2sc3c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c3c2Cl)c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c1[H],True
478,0,0,478:0:0,-7.6887,[H]c1c([H])c(Cl)c([H])c(N([H])C(=O)N([H])c2nnc(-c3c([H])c([H])c(Cl)c(Cl)c3[H])s2)c1[H],True
480,0,0,480:0:0,-7.7043,[H]c1c([H])c([H])c2c(nnn2C2([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],True
481,0,0,481:0:0,-8.61372,[H]c1sc2c([H])c(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C3([H])[H])n(C([H])([H])[H])c2c1[H],True
482,0,0,482:0:0,-8.24923,[H]C(=O)c1nc2sc3c(n2c1[H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H],True
483,0,0,483:0:0,-7.24813,[H]c1c(Cl)c([H])n2c(SC([H])([H])[H])nnc2c1Cl,True
484,0,0,484:0:0,-6.8772,Clc1nc2nc(Cl)c(Cl)n2c(Cl)c1Cl,True
485,0,0,485:0:0,-8.05878,[H]c1c(C#N)c(Cl)nc2c1C([H])([H])OC(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C2([H])[H],True
486,0,0,486:0:0,-7.68202,[H]c1c(OC([H])([H])[H])c([H])c2nc(OC([H])([H])C([H])([H])[H])c(C#N)c([H])c2c1[H],True
487,0,0,487:0:0,-8.18018,[H]c1c([H])c(Cl)c([H])c(-c2nnc([O-])c([H])c2Cl)c1[H],True
488,1,0,488:1:0,-8.6343,[H]C(=C1SC(=S)N(c2c([H])nc([H])c([H])c2[H])C1=O)c1oc(C([H])([H])[H])c([H])c1[H],True
489,1,0,489:1:0,-6.71866,[H]C(=Nc1c([H])c([H])c2nsnc2c1Cl)N(C([H])([H])[H])C([H])([H])[H],True
490,0,0,490:0:0,-6.23289,[H]C([H])(Cl)c1nc(Cl)nc(Cl)n1,True
491,0,0,491:0:0,-7.37439,[H]c1nc(-c2nc3c([H])c([H])c([H])c([H])c3o2)c([H])c([H])c1[H],True
492,0,0,492:0:0,-8.74091,[H]c1c([H])c([H])c2c(oc(=O)c3nc(C(F)(F)F)n(C([H])([H])[H])c32)c1[H],True
493,0,0,493:0:0,-8.39456,[H]C([H])([H])C1=C2C(=O)C([H])([H])C([H])(C([H])([H])[H])C2([H])C2([H])OC(=O)C([H])(C([H])([H])[H])C2([H])C([H])([H])C1([H])[H],True
494,0,0,494:0:0,-7.52918,[H]c1c([H])c([H])c2c(F)nc(F)nc2c1[H],True
495,0,0,495:0:0,-6.39573,[H]c1c(C([H])([H])[H])nc2sc(Br)nn12,True
496,0,0,496:0:0,-8.64454,[H]c1c([H])c([H])c(-n2nc([H])c3c(=O)n(C4([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(C([H])([H])[H])nc32)c([H])c1[H],True
497,0,0,497:0:0,-7.01511,[H]c1nn(C([H])([H])c2nc(C3([H])C([H])([H])C3([H])[H])nc(Cl)c2[H])c([H])c1[H],True
498,0,0,498:0:0,-7.21622,[H]C1([H])C(=O)OC([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N1C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],True
499,1,0,499:1:0,-8.55063,[H]C(=C1C(=O)c2c([H])c([H])c([H])c([H])c2SC1([H])[H])c1c([H])nn(C([H])([H])[H])c1[H],True
500,1,0,500:1:0,-6.81897,[H]C(=Nn1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c(C#N)c1=O)C1=C([H])C([H])([H])C2([H])C([H])([H])C1([H])C2(C([H])([H])[H])C([H])([H])[H],True
501,0,0,501:0:0,-6.48189,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(n2nnnc2[S-])C1([H])C([H])([H])[H],True
502,0,0,502:0:0,-7.50351,[H]c1nc(Cl)c2nc([H])c(-c3c([H])c([H])c(F)c([H])c3[H])nc2n1,True
503,0,0,503:0:0,-7.54004,[H]C#CC([H])([H])Oc1c(F)c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])nc(F)c1Cl,True
504,0,0,504:0:0,-6.43347,[H]C([H])=C1C2=C([O-])C([H])([H])C([H])(c3oc([H])c([H])c3[H])C([H])=C2N([H])c2c([H])c([H])c([H])c([H])c2N1[H],True
505,0,0,505:0:0,-8.65829,[H]c1c([H])c([H])c2c(c1[H])n1c([n+]2C([H])([H])[H])C([H])([H])C(=O)C([H])([H])C1([H])[H],True
506,0,0,506:0:0,-8.15064,[H]c1nc([H])n(C(=O)c2c(F)c(F)c([H])c(C([H])([H])[H])c2Cl)c1[H],True
507,0,0,507:0:0,-8.08199,[H]c1nc(-n2nc(C([H])([H])[H])c3c2C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c1[H],True
508,0,0,508:0:0,-7.76798,[H]c1nc2c3c(C([H])([H])[H])c(C([H])([H])[H])sc3nc([H])n2n1,True
509,0,0,509:0:0,-8.50432,[H]C(=O)c1c(C(=O)OC([H])([H])[H])n(C([H])([H])[H])c2c([H])c(Cl)c([H])c([H])c12,True
510,0,0,510:0:0,-5.91413,[H]c1c([H])c(N([H])C(=O)C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1N([H])C(=O)c1sc2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2C([H])([H])[H],True
516,0,0,516:0:0,-7.02406,[H]c1c(Cl)c([H])c(Cl)c(N([H])N([H])C(=O)c2c([H])c(C([H])([H])[H])nc3c2c([H])nn3C([H])(C([H])([H])[H])C([H])([H])[H])c1Cl,True
521,0,0,521:0:0,-4.62907,[H]C1=C(C(=O)N([H])c2c([H])c([H])c([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])C([H])([H])Oc2c([H])c([H])c(Br)c([H])c21,True
527,0,0,527:0:0,-5.68495,[H]c1c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c3nc(C([H])([H])[H])n(-c4c([H])c([H])c(F)c([H])c4[H])c(=O)c3c2[H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H],True
529,0,0,529:0:0,-4.52953,[H]c1c(C(=O)N([H])N([H])C(=O)c2c(C([H])([H])[H])oc3c(F)c(F)c(F)c(F)c23)sc(C([H])([H])C([H])([H])[H])c1C([H])([H])[H],True
532,0,0,532:0:0,-6.75266,[H]c1nc(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c(Cl)c(Cl)c1Cl,True
533,0,0,533:0:0,-6.95051,[H]c1c([H])c(Br)c([H])c(N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])c2nc3c([H])c([H])c([H])c([H])c3s2)c1[H],True
537,0,0,537:0:0,-7.71363,[H]c1c([H])c(C([H])([H])[H])c(N([H])C(=O)C([H])([H])Sc2nnc3c4c(C([H])([H])[H])c([H])c([H])c(C([H])([H])[H])c4n([H])c3n2)c([H])c1Cl,True
538,0,0,538:0:0,-7.91467,[H]c1oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c1C([H])([H])C(=O)N([H])N([H])C(=O)c1c([H])c(Cl)c([H])c([H])c1Cl,True
539,0,0,539:0:0,-6.91309,[H]c1c([H])c([H])c(N([H])C(=O)c2sc3c(c2C([H])([H])[H])C([H])(c2c([H])c([H])c(F)c([H])c2F)C([H])([H])C(=O)N3[H])c(F)c1[H],True
541,0,0,541:0:0,-6.20082,[H]c1sc(N([H])C(=O)c2c([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3n2[H])nc1C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],True
542,1,0,542:1:0,-8.67262,[H]Oc1c([H])c([H])c(Cl)c([H])c1N([H])C1=NC(=O)C(=C([H])C([H])=C([H])c2oc([H])c([H])c2[H])S1,True
543,0,0,543:0:0,-6.17374,[H]c1c([H])c(N([H])C(=O)c2sc3c(c(C([H])([H])[H])nn3C([H])([H])[H])c2[H])c([H])c(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],True
544,0,0,544:0:0,-6.37379,[H]c1nc(N([H])C([H])([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])n([H])c2=O)c2c3c(sc2n1)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H],True
545,0,0,545:0:0,-7.61474,[H]c1c(Cl)c([H])c(N([H])C(=O)C([H])(Sc2nc(C([H])([H])[H])c([H])c(=O)n2[H])C([H])([H])[H])c([H])c1Cl,True
546,0,0,546:0:0,-7.30141,[H]c1c(F)c([H])c2sc(N([H])C(=O)C([H])([H])N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1F,True
547,1,0,547:1:0,-8.59735,[H]Oc1c([H])c([H])c(N([H])C(=O)C(C#N)=C([H])c2c([H])c(C([H])([H])[H])n(-c3nc([H])c([H])c([H])c3[H])c2C([H])([H])[H])c([H])c1[H],True
548,0,0,548:0:0,-6.9929,[H]N([H])c1c(C(=O)OC([H])([H])C2([H])C([H])([H])C2(Cl)Cl)sc2nc(C([H])([H])[H])nc(C([H])([H])[H])c12,True
549,0,0,549:0:0,-8.19255,[H]N(C(=O)C([H])(Sc1nc(C([H])([H])[H])nn1[H])C([H])([H])[H])c1sc2c(c1C#N)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],True
550,1,0,550:1:0,-7.16587,[H]C(=NN([H])C(=O)C(=O)N([H])c1c([H])c(Cl)c([H])c([H])c1Cl)c1sc([H])c([H])c1C([H])([H])[H],True
551,0,0,551:0:0,-8.45816,[H]C(C(=O)N([H])N([H])C(=O)c1sc2c(c1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])=C([H])c1nc(C([H])([H])[H])sc1[H],True
552,0,0,552:0:0,-5.8181,[H]c1sc(C(=O)N([H])c2nc(C([H])([H])[H])c(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])s2)c([H])c1[H],True
553,0,0,553:0:0,-7.56066,[H]c1oc(-c2nnc(SC([H])([H])c3nc(N([H])[H])c4c(C([H])([H])[H])c(C([H])([H])[H])sc4n3)o2)c([H])c1[H],True
554,0,0,554:0:0,-6.52725,[H]c1c(N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])sc(C(=O)N([H])n2c([H])nc3c([H])c([H])c([H])c([H])c32)c1C([H])([H])[H],True
555,0,0,555:0:0,-8.42181,[H]Oc1c([H])c([H])c(-c2c([H])sc(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[n+]2N=C([H])c2oc([H])c([H])c2[H])c([O-])c1[H],True
556,0,0,556:0:0,-7.28254,[H]Oc1c([H])c([H])c2c(c1[H])C1([H])C([H])=C([H])C([H])([H])C1([H])C([H])(c1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])N2[H],True
557,0,0,557:0:0,-4.82369,[H]c1c([H])c([H])c(N([H])C(=O)N([H])C(=O)C([H])(Sc2nc3c([H])c([H])c([H])c([H])c3n2C([H])([H])[H])C([H])([H])[H])c([H])c1[H],True
558,0,0,558:0:0,-5.42115,[H]c1sc(N([H])C(=O)c2c([H])c(OC([H])([H])[H])c3c(c2[H])C([H])([H])C([H])(C([H])([H])[H])O3)nc1-c1c([H])c([H])c([H])n1[H],True
559,0,0,559:0:0,-7.99304,[H]c1sc2nc(SC([H])(C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])[H])C([H])([H])[H])n([H])c(=O)c2c1[H],True
560,0,0,560:0:0,-7.12232,[H]C([H])=C(C([H])([H])[H])C([H])([H])N1C(=O)C([H])(C([H])([H])[H])Oc2c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c21,True
